Banco,Sector,Tipo,Resumen,Descripción,Ref2024,Ref2025,Alerta
Deutsche Bank,Aviation,F,Reducción gradual en la puntuación de alineamiento climático bajo la metodología Pegasus.,"El indicador de alineamiento de la cartera de aviación comercial mejoró ligeramente al descender de un 1.3% reportado en el informe 2024 a un 1.0% en el informe 2025, lo que representa una reducción de 0.3 puntos porcentuales año con año en la intensidad de las aerolíneas comerciales operadas.",pag 271,"pag 290,300",
Deutsche Bank,Shipping,F/M,Fuerte mejora en los scores de alineamiento y actualización a las guías técnicas 5.2 de los Poseidon Principles.,"La puntuación de alineamiento climático para el escenario ""Striving"" mostró una notable reducción desde el 19.7% reportado para 2023 en el informe 2024 hasta el 7.5% reportado para 2024 en el informe 2025, una mejora de 12.2 puntos porcentuales motivada en parte por la actualización metodológica de la Guía Técnica 5.1 a la 5.2 de los Principios de Poseidón.",pag 271,"pag 290,299",
Deutsche Bank,CRE,N,Sin cambios significativos,"La exposición crediticia total a Commercial Real Estate garantizada por propiedades no residenciales se redujo de €69.1 mil millones en el informe 2024 a €61.9 mil millones en el informe 2025, manteniéndose monitoreada bajo emisiones financiadas generales pero sin el establecimiento de metas de descarbonización específicas e independientes.",pag 277,pag 302,
Deutsche Bank,RRE,F/M,Reducción de emisiones financiadas e intensidad energética apoyada por refinamientos del modelo.,"Las emisiones financiadas de la cartera residencial europea se redujeron de 2.2 MtCO2e/y en el informe 2024 a 2.0 MtCO2e/y en el informe 2025, logrando que la intensidad promedio bajara de 13.04 kgCO2e/m²/y a 12.5 kgCO2e/m²/y debido a la amortización y reducción del portafolio junto con refinamientos implementados en el modelo de estimación de CO2.",pag 279,pag 306,
Deutsche Bank,Coal,D,Incremento en las emisiones absolutas financiadas debido a actividades crediticias a corto plazo.,"Las emisiones financiadas absolutas de alcance 3 en el sector de minería de carbón aumentaron de 4.6 MtCO2/y reportadas para 2024 en el informe 2024 a 5.3 MtCO2/y en el informe 2025, un incremento del 16% impulsado principalmente por la actividad crediticia a corto plazo de un único cliente.",pag 271,"pag 290,297",
Deutsche Bank,Aluminium,N,No reportado en ningún informe,El sector del aluminio no se encuentra dentro del alcance del marco de objetivos de descarbonización ni de las métricas sectoriales específicas de la entidad en ninguno de los dos ejercicios analizados.,-,-,
Deutsche Bank,Agriculture,N,Monitoreado exclusivamente bajo el marco general de diligencia debida ESG sin metas cuantitativas.,"El sector no cuenta con objetivos cuantitativos de descarbonización y su gestión se refleja en el número de revisiones transaccionales y de clientes iniciadas bajo directrices de commodities agrícolas y forestería, las cuales disminuyeron de 244 en el informe 2024 a 144 en el informe 2025 debido a optimizaciones procedimentales.",pag 238,pag 238,
Bancolombia,Oil&Gas,M,Modificación al alza en los datos de exposición reportados para el año 2024.,"La exposición de la cartera para el sector de petróleo y gas correspondiente al ejercicio 2024 sufrió una reestimación al pasar del 1,11% indicado en el del informe de 2024 al 1,65% publicado en el informe de 2025 sin explicaciones metodológicas explícitas en el extracto.",pag 294,pag 222,
Bancolombia,Power,D/M,Incumplimiento del objetivo intermedio de intensidad de emisiones en 2024 y discrepancia en la exposición de la cartera.,"La intensidad de emisiones del sector de generación de energía se situó en 0,24 tCO2e/MWh frente a una meta intermedia para 2024 de 0,161 tCO2e/MWh debido al impacto del fenómeno de El Niño, registrándose además una discrepancia en la exposición de la cartera de 2024 al variar del 5,32% total (5,05% convencional y 0,27% carbón) en el informe de 2024 al 5,52% total (5,29% electricidad y 0,23% térmicas a carbón) en el informe de 2025.","pag 294,305","pag 222,223",
Bancolombia,Steel,N,Sin cambios significativos,"La exposición crediticia del sector de hierro y acero se mantuvo completamente estable al reportar un valor idéntico del 0,13% para el año 2024 tanto en la el informe de 2024 como en el informe de 2025.",pag 294,pag 222,
Bancolombia,Automotive,M,Desglose y separación explícita de la industria automotriz dentro de la cartera comercial.,"El sector automotriz fue segregado como categoría independiente en el informe de 2025 registrando una exposición del 1,32% para el año 2024, mientras que en el informe de 2024 se encontraba consolidado de forma conjunta bajo la etiqueta general de transporte con un peso del 2,23%.",pag 294,pag 222,
Bancolombia,Cement,M,Reajuste a la baja de la exposición de la cartera para el año 2024.," La exposición de la cartera comercial del sector cemento correspondiente al año 2024 se modificó al pasar del 0,29% en el informe de 2024 al 0,16% en el informe de 2025, periodo en el cual se logró cumplir con la meta de intensidad sectorial fijada en 0,62 tCO2e/t.","pag 294,305","pag 222,223",
Bancolombia,Aviation,N,No reportado en ningún informe,El sector de aviación no se encuentra reportado con objetivos ni métricas cuantitativas específicas en ninguno de los dos informes anuales evaluados.,-,-,
Bancolombia,Shipping,N,No reportado en ningún informe,El sector de transporte marítimo no se encuentra reportado con objetivos ni métricas cuantitativas específicas en ninguno de los dos informes anuales evaluados.,-,-,
Bancolombia,CRE,N,Sin cambios significativos,"El segmento de bienes raíces comerciales se mantiene sin cambios en sus métricas debido a que el informe de 2025 aclara en sus páginas 233 y 234 que está excluido de la contabilidad de emisiones financiadas bajo PCAF, manteniendo la misma línea de gestión de activos comerciales analizada en la página 184 del informe de 2024.",pag 184,"pag 233,234",
Bancolombia,RRE,N,Sin cambios significativos,"El sector de vivienda y construcción residencial mantiene la continuidad de sus estrategias de fondeo verde sin variaciones significativas en sus metas de descarbonización a largo plazo, ligando las colocaciones a certificaciones EDGE o LEED según lo descrito en el informe de 2024 y en el informe de 2025.","pag 184,185",pag 222,
Bancolombia,Coal,F/M,Adición de criterios de transición justa para el sector del carbón térmico y desajustes en la exposición.,"La política de desincorporación de carbón térmico incorporó criterios y principios de evaluación para planes de transición en la página 204 del informe de 2025, registrándose al mismo tiempo variaciones en la exposición reportada de 2024 que pasó de 0,02% en minería y 0,27% en electricidad a carbón en el informe de 2024 a 0,04% en carbón y 0,23% en térmicas a carbón en el informe de 2025.","pag 288,294","pag 204,222",
Bancolombia,Aluminium,N,No reportado en ningún informe,El sector de aluminio no se encuentra reportado con objetivos ni métricas cuantitativas específicas en ninguno de los dos informes anuales evaluados.,-,-,
Bancolombia,Agriculture,N,Sin cambios significativos,"El sector agropecuario y de ganadería sostenible continuó bajo las mismas directrices de gestión de riesgos climáticos, mostrando únicamente una variación menor no crítica en su exposición de la cartera de 2024 al pasar del 0,26% en la página 294 del informe de 2024 al 0,28% en la página 222 del informe de 2025.",pag 294,pag 222,
Unicredit,Oil&Gas,M,Recálculo de la línea base absoluta por inclusión de bonos y reajuste del alcance de emisiones.,"Las emisiones financiadas absolutas asignadas a la línea base de 2021 se recalcularon a la baja, disminuyendo de los 21.4 MtCO2e detallados en el informe de 2024 a 19.4 MtCO2e en el informe de 2025 debido a la inclusión de los valores de valores mobiliarios (bonos) y al reajuste del alcance para enfocarse estrictamente en empresas integradas, refinerías y el segmento upstream.","pag 253,261","pag 250,251",
Unicredit,Power,M,Modificación metodológica de la métrica por inclusión de títulos de bonos corporativos.,"El banco recalculó su línea base de intensidad de emisiones físicas para el año 2021, pasando de los 208 gCO2e/kWh informados en el reporte de 2024 a 209 gCO2e/kWh en el reporte de 2025.","pag 254,261","pag 250,252",
Unicredit,Steel,N,Sin cambios significativos,"El sector muestra una continuidad absoluta en su diseño estratégico, manteniendo sin variaciones su línea base de 2022 en 1.45 tCO2/tSteel y su meta de reducción para el año 2030 en 1.11 tCO2/tSteel tanto en el informe de 2024 como en el de 2025.","pag 256,262","pag 250,262",
Unicredit,Automotive,N,Sin cambios significativos,"Las métricas de intensidad de emisiones para este sector se mantuvieron estables sin modificaciones en los parámetros de diseño, confirmando una línea base de 2021 de 161 gCO2/vkm y una meta fijada de 95 gCO2/vkm tanto en el informe de 2024 como en el de 2025.","pag 255,261","pag 250,252",
Unicredit,Cement,N,Sin cambios significativos,El sector se mantiene categorizado bajo el criterio de exclusión por falta de materialidad al representar menos del 1% de la exposición total a sectores intensivos en carbono tanto en el informe de 2024 como en el de 2025.,pag 259,"pag 243,249",
Unicredit,Aviation,N,Sin cambios significativos,"Esta actividad continúa excluida de la fijación de objetivos intermedios debido a que su exposición financiera se sitúa por debajo del umbral de materialidad de 1,000 millones de euros en el informe de 2024 y se ratifica bajo la misma condición en el informe de 2025.",pag 259,"pag 243,249",
Unicredit,Shipping,N,Sin cambios significativos,El monitoreo de la cartera y las metas de reducción del 30% fijadas para el año 2030 se mantuvieron constantes respecto a los parámetros originales de la línea base de 2022 tanto en el informe de 2024 como en el informe de 2025.,"pag 257,263","pag 250,253",
Unicredit,CRE,F,Introducción de la recolección obligatoria de certificados de eficiencia energética reales.,"El banco fortaleció la gestión de datos de su cartera al establecer la recolección obligatoria de los Certificados de Rendimiento Energético (EPC) reales para las operaciones de nuevos negocios en el informe de 2025, superando el esquema del informe de 2024 (p. 245, 263) donde solo se incentivaba la recopilación voluntaria o se recurría a estimaciones indirectas.","pag 245,263",pag 266,
Unicredit,RRE,F,Recolección obligatoria de certificados energéticos reales para nuevas operaciones crediticias.,"La entidad elevó su nivel de exigencia de datos al implementar la recopilación obligatoria de los Certificados de Rendimiento Energético (EPC) para nuevos negocios en el informe de 2025, mejorando el control sobre la calidad de la información frente al informe de 2024 que dependía en gran medida de metodologías basadas en proxies y estimaciones externas.","pag 246,264",pag 267,
Unicredit,Coal,N,Sin cambios significativos,La política de desinversión progresiva y el objetivo de abandono total de la financiación al sector del carbón térmico se mantiene firmemente establecido para el año 2028 tanto en el informe de 2024 como en el informe de 2025.,pag 259,"pag 243,249",
Unicredit,Aluminium,N,Sin cambios significativos,"La entidad bancaria no ha establecido metas específicas para este segmento debido a su baja relevancia y materialidad dentro de la cartera de crédito en el informe de 2024, manteniendo la misma postura y justificación en el informe de 2025.",pag 259,"pag 243,249",
Unicredit,Agriculture,F,"Planificación formal para el desarrollo de directrices, formaciones específicas y políticas sectoriales propias.","El banco expandió su nivel de compromiso al anunciar la futura evaluación para el establecimiento de directrices internas sobre prácticas agrícolas, una ruta de formación para empleados en 2026 y la formalización de una política específica para el sector en el informe de 2025, superando la fase de mero monitoreo pasivo registrada en el informe de 2024.","pag 259,260","pag 276,277",
Lloyds Banking Group,Oil&Gas,N,Sin cambios significativos,"El banco mantiene su política restrictiva de no aprobar financiamiento directo para nuevos desarrollos de yacimientos de petróleo y gas (""greenfield"") aprobada originalmente post-2021, sin registrarse alteraciones conceptuales o numéricas imprevistas entre ambos años.",pag 68,pag 66,
Lloyds Banking Group,Power,N,Sin cambios significativos,El sector de energía se mantiene integrado dentro de la estrategia general de descarbonización de la cartera sin modificaciones metodológicas ni variaciones cuantitativas extraordinarias reportadas explícitamente entre ambos periodos.,pag 65,pag 64,
Lloyds Banking Group,Steel,N,No reportado en ningún informe,El sector del acero no se encuentra incluido dentro de los desgases sectoriales de objetivos de descarbonización financiera de la organización en los informes de sostenibilidad correspondientes.,-,-,
Lloyds Banking Group,Automotive,F/M,Endurecimiento metodológico del objetivo para excluir vehículos híbridos,"La institución fortaleció sus criterios ambientales en el informe 2025 al restringir la metodología de su objetivo de financiamiento motor de £10 mil millones para el año 2027 de modo que cubra exclusivamente vehículos eléctricos puros (EV), a diferencia del informe 2024 donde la meta previa de £8 millones acumulados incluía de forma conjunta vehículos eléctricos e híbridos enchufables.","pag 5,66","pag 64,65",
Lloyds Banking Group,Cement,N,No reportado en ningún informe,El sector de cemento no cuenta con objetivos sectoriales específicos ni métricas de intensidad de emisiones reportadas de forma independiente por la entidad en ninguno de los dos ejercicios analizados.,-,-,
Lloyds Banking Group,Aviation,N,Sin cambios significativos,El sector de aviación continúa listado como parte de los compromisos sectoriales asumidos bajo la Net-Zero Banking Alliance (NZBA) sin que se detallen variaciones en sus metas ni desajustes en sus datos base de estimación.,pag 65,pag 64,
Lloyds Banking Group,Shipping,N,No reportado en ningún informe,Las actividades y carteras asociadas al transporte marítimo internacional no son objeto de reporte numérico ni cualitativo estructurado dentro de las secciones de descarbonización sectorial analizadas.,,,
Lloyds Banking Group,CRE,M,Actualización de objetivos de emisiones al Séptimo Presupuesto de Carbono del Reino Unido,"El banco reconfiguró metodológicamente los objetivos sectoriales de emisiones financiadas para el sector inmobiliario comercial en el informe 2025 adoptando los parámetros del Séptimo Presupuesto de Carbono del Climate Change Committee (CCC), en sustitución del Sexto Presupuesto de Carbono que servía de guía referencial en el informe 2024.",pag 65,pag 64,
Lloyds Banking Group,RRE,F/M,Recalibración climática de hipotecas y fuerte avance en saldos sostenibles acumulados,"Los objetivos para el portafolio de vivienda residencial fueron actualizados en el informe 2025 según los nuevos lineamientos del Séptimo Presupuesto de Carbono del Reino Unido frente al Sexto del informe 2024, reportando un incremento del financiamiento acumulado para propiedades con eficiencia energética EPC A y B que pasó de £11.4 mil millones en el documento anterior a £18.5 mil millones en el periodo actual","pag 5,65,66","pag 64,65",
Lloyds Banking Group,Coal,F,Consolidación del cronograma de salida total para el año 2030,"El grupo financiero reforzó la transparencia de su estrategia de descarbonización al proyectar una salida definitiva de todas las entidades que operan plantas de carbón térmico para 2030 en el informe 2025, complementando el hito de exclusión de financiamiento directo a la generación eléctrica a base de carbón térmico en el Reino Unido materializado a finales de 2023 según el informe 2024.",pag 68,pag 66,
Lloyds Banking Group,Aluminium,N,No reportado en ningún informe,El aluminio no figura dentro de las categorías industriales o portafolios evaluados de manera individualizada en las estrategias de transición energética publicadas por el grupo financiero.,-,-,
Lloyds Banking Group,Agriculture,M,Alineación de metas sectoriales con el Séptimo Presupuesto de Carbono del Reino Unido,"La meta de emisiones financiadas para el sector agrícola fue reformulada en el informe 2025 con el propósito de absorber las directrices del Séptimo Presupuesto de Carbono del Reino Unido emitido por el CCC, rompiendo con el esquema del Sexto Presupuesto implementado como línea base técnica en el informe 2024.",pag 65,pag 64,
Akbank,Oil&Gas,D/M,Eliminación de evaluaciones individuales de clientes y nueva exclusión de Oil & Gas no convencional en el Ártico,"El informe 2024 reporta 10 empresas de Oil & Gas evaluadas bajo las prioridades de la Net Zero Banking Initiative; el informe 2025 indica 0 empresas evaluadas en Oil & Gas bajo el nuevo sistema Green Transformation Score, al haberse enfocado 2025 en 'sectores objetivo'. Adicionalmente, el informe 2025 incorpora por primera vez la exclusión explícita de financiar actividades de petróleo y gas no convencional (exploración, producción y transporte) en el Ártico y extracción de arenas bituminosas, restricción ausente en el informe 2024.","pag192,193","pag 216,217,228,229",
Akbank,Power,N,Sin cambios en objetivos; mismo target cuantitativo confirmado,"El informe 2024 establece el objetivo de reducción de intensidad en el sector energético de -60% en kgCO₂e/MWh para 2030 respecto al año base 2021 bajo el escenario IEA NZE2050, idéntico al publicado en el informe 2025. Ambos informes confirman PCAF como metodología de cálculo y el año base 2021. Sin cambio cuantitativo.","pag 190,191","pag 224,225",
Akbank,Steel,N,Sin cambios en el objetivo de reducción de intensidad; incremento muy relevante de empresas evaluadas,"El objetivo de reducción de intensidad de carbono en acero se mantiene idéntico en ambos informes: -29% en kgCO₂e/tonelada-acero para 2030 vs. año base 2021 bajo IEA NZE2050 (informe 2024, p. 190-191; informe 2025, p. 224-225). El número de empresas evaluadas pasó de 20 en 2024 (p. 192-193) a 212 en 2025 (p. 228-229), lo que representa el mayor salto cuantitativo entre todos los sectores.","pag 190,191,192,193","pag 224,225, 228,229",
Akbank,Automotive,N,No reportado en ningún informe,"Akbank no reporta en ninguno de los dos informes (2024 ni 2025) objetivos, métricas ni datos de descarbonización específicos para el sector Automotive. El sector no forma parte de los sectores prioritarios de descarbonización definidos en la estrategia Net Zero de Akbank.",No encontrado,No encontrado,
Akbank,Cement,N,Sin cambios en el objetivo de reducción de intensidad; incremento notable de empresas evaluadas,"El objetivo de reducción de intensidad de carbono en cemento se mantiene idéntico en ambos informes: -23,8% en kgCO₂e/tonelada-cemento para 2030 vs. año base 2021 bajo IEA NZE2050 (informe 2024, p. 190-191; informe 2025, p. 224-225). El número de empresas evaluadas pasó de 15 en 2024 (p. 192-193) a 40 en 2025 (p. 228-229), reflejo de la implantación del Green Transformation Score.","pag 190-191,192,193","pag 224,225,228,229",
Akbank,Aviation,N,No reportado en ningún informe,"Akbank no reporta en ninguno de los dos informes (2024 ni 2025) objetivos, métricas ni datos de descarbonización específicos para el sector Aviation/aviación. El sector no forma parte de los sectores prioritarios de descarbonización definidos en la estrategia Net Zero de Akbank.",No encontrado,No encontrado,
Akbank,Shipping,N,No reportado en ningún informe,"Akbank no reporta en ninguno de los dos informes (2024 ni 2025) objetivos, métricas ni datos de descarbonización específicos para el sector Shipping/transporte marítimo. El sector no forma parte de los sectores prioritarios de descarbonización definidos en la estrategia Net Zero de Akbank.",No encontrado,No encontrado,
Akbank,CRE,N,Sin cambios en el objetivo de reducción de intensidad; CRE pasa a ser evaluado en 2025,"El objetivo de reducción de intensidad para inmuebles de servicios (Service Buildings / CRE) se mantiene idéntico en ambos informes: -40,8% en kgCO₂e/m² para 2030 vs. año base 2021 bajo IEA NZE2050. El informe 2024 señalaba que no se realizaba evaluación individual de clientes en CRE al entenderse que su transformación vendría impulsada por el sector energético; el informe 2025 incorpora ya 112 empresas de Real Estate evaluadas en 2025 bajo el Green Transformation Score.","pag 190,191,192.193","pag 224.225, 228.229",
Akbank,RRE,N,Sin cambios en el objetivo de reducción de intensidad; objetivo idéntico confirmado,"El objetivo de reducción de intensidad para inmuebles residenciales se mantiene idéntico en ambos informes: -49,3% en kgCO₂e/m² para 2030 vs. año base 2021 bajo IEA NZE2050. No se reportan cambios metodológicos, de perímetro ni de escenario de referencia para este sector.","pag 190,191","pag 224,225",
Akbank,Coal,F,Consolidación y mayor detalle del compromiso de salida del carbón para 2040 con Just Transition,"El informe 2024 anuncia el compromiso de abandonar el carbón para 2040 con 49 empresas evaluadas y reporta por primera vez los principios de just transition. El informe 2025 consolida y amplía sustancialmente este compromiso: detalla tres categorías de actividades carboneras con diferentes plazos y hojas de ruta (plantas termoeléctricas y mineras de carbón térmico; mineras de carbón metalúrgico; toda la cadena de valor del carbón), establece 6 principios explícitos de just transition, y evalúa 72 empresas del sector (vs. 49 en 2024). No se modifican los umbrales (5% de ingresos en carbón como criterio de clasificación).","pag 184,185, 192,193","pag 218-219, 228,229",
Akbank,Aluminium,D,Sector evaluado en 2024 desaparece del sistema de evaluación en 2025,"El informe 2024 reporta 11 empresas de aluminio evaluadas bajo los principios de la Net Zero Banking Initiative. El informe 2025 indica 0 empresas evaluadas en aluminio, al haberse enfocado 2025 exclusivamente en los 'sectores objetivo' del Green Transformation Score (energía, carbón, cemento, acero y real estate). Akbank no reporta ningún objetivo cuantitativo de reducción de emisiones para el sector aluminio en ninguno de los dos informes.","pag 192,193","pag 228,229",
Akbank,Agriculture,D,Sector evaluado en 2024 desaparece del sistema de evaluación en 2025,"El informe 2024 reporta 3 empresas del sector agricultura evaluadas bajo los principios de la Net Zero Banking Initiative. El informe 2025 indica 0 empresas evaluadas en agricultura, al haberse enfocado 2025 exclusivamente en los 'sectores objetivo' del Green Transformation Score. Akbank no reporta ningún objetivo cuantitativo de reducción de emisiones para el sector agricultura en ninguno de los dos informes.","pag 192,193","pag 228,229",
Commerzbank,Oil&Gas,D/F,Flexibilización en los criterios de exclusión de gas y endurecimiento específico en el transporte de petróleo,"La política de combustibles fósiles eliminó la expansión de la infraestructura de transporte de gas como criterio de exclusión pero endureció las restricciones en el sector petrolero para incluir proyectos de transporte como nuevos oleoductos, pasando de una postura de escrutinio estricto generalizado en el informe 2024 a una segmentación más flexible y específica descrita en el informe 2025.",pag 53,pag 62,
Commerzbank,Power,D,Eliminación de la expansión de plantas de energía a gas como criterio de exclusión en la política sectorial,"El banco modificó su guía de combustibles fósiles eliminando las restricciones a la expansión de plantas de energía a gas que en el informe 2024 se evaluaban críticamente caso por caso, permitiendo ahora este tipo de financiación según se detalla en el informe 2025 para alinearse con las necesidades de seguridad del suministro energético actual.",pag 53,pag 62,
Commerzbank,Steel,D,Resumen del cambio: Incremento brusco en la intensidad de emisiones físicas del sector de hierro y acero,La intensidad de emisiones del sector aumentó notablemente de 1.3 t CO2eq/t de acero informada en el informe 2024 a 1.6 t CO2eq/t de acero en el informe 2025 debido al impacto a corto plazo del desembolso de financiación para la transformación de grandes clientes corporativos.,pag 53,pag 63,
Commerzbank,Automotive,D,Incremento en la intensidad de emisiones debido a la composición de la cartera de financiación,La intensidad de emisiones físicas de la cartera automotriz aumentó de 148.5 g CO2eq/pkm reportada en el informe 2024 a 166.2 g CO2eq/pkm en el informe 2025 a causa de un mayor volumen de financiación destinado a clientes con perfiles de alta intensidad de emisiones.,pag 54,pag 63,
Commerzbank,Cement,N,Sin cambios significativos,"La intensidad de emisiones físicas del sector se mantuvo estancada en 0.7 t CO2eq/t de cemento tanto en el informe 2024 como en el informe 2025, confirmando el banco las dificultades para descarbonizar esta cartera debido a la alta intensidad de los clientes corporativos existentes.",pag 53,pag 62,
Commerzbank,Aviation,D/M,Adopción de un objetivo de escenario de 1.7°C menos estricto y recalculación del año base,El banco recalculó el valor base de 2021 de 795.9 g CO2eq/tkm reportado el informe 2024 a 784.9 g CO2eq/tkm e introdujo un objetivo de dirección complementario menos ambicioso de 1.7°C (646 g CO2eq/tkm) en las páginas 105 y 108 del informe 2025 debido a que el sector no se encuentra en la trayectoria necesaria para cumplir el escenario de 1.5°C.,pag 53,pag 64,
Commerzbank,Shipping,N,No reportado en ningún informe,El sector de transporte marítimo no presenta objetivos sectoriales ni trayectorias cuantitativas de descarbonización reportadas en el informe 2024 ni en el informe 2025,-,-,
Commerzbank,CRE,D/M,Introducción de objetivos de dirección complementarios de 1.7°C debido a retrasos en la descarbonización sectorial,"Además de registrar una variación en el uso residencial de 35.6 kg CO2eq/m² en el informe 2024 a 33.5 kg CO2eq/m² en el informe 2025 por la integración de datos de certificados energéticos, el banco incorporó nuevos objetivos de dirección de 1.7°C para 2030 reconociendo que el sector se encuentra desviado de la trayectoria de 1.5°C original.",pag 53,pag 64,
Commerzbank,RRE,D/M,Reducción de la ambición climática con la exclusión del portafolio de la revalidación SBTi y adopción de una meta menos estricta,"El banco disminuyó la intensidad de emisiones de 44.3 kg CO2eq/m² en la página 99 del informe 2024 a 41.3 kg CO2eq/m² en el informe 2025, pero sustituyó el objetivo original de reducción del 57% (19.8 kg CO2eq/m²) por una meta de dirección menos estricta del 40% (27.4 kg CO2eq/m²) tras declarar el portafolio como poco realista para los criterios de SBTi.",pag 53,pag 66,
Commerzbank,Coal,D,Postergación del abandono del carbón y eliminación de la obligación de planes de transformación,"El banco retrasó la fecha límite para la eliminación progresiva del carbón hasta el año 2038 y retiró por completo la exigencia de que los clientes presentaran planes de transformación antes del cierre de 2025, modificando los criterios estrictos planteados originalmente en el informe 2024 según se anuncia en el informe 2025.",pag 53,pag 13,
Commerzbank,Aluminium,N,No reportado en ningún informe,El sector de aluminio no cuenta con objetivos ni métricas de descarbonización asignadas ni en el informe 2024 ni en el informe 2025,-,-,
Commerzbank,Agriculture,N,No reportado en ningún informe,El sector de agricultura no cuenta con objetivos cuantitativos de descarbonización ni en el informe 2024 ni en el informe 2025 debido a la baja exposición de la cartera del banco en este ámbito,-,-,
JPMorgan Chase,Oil&Gas,N,Sin cambios significativos,"La intensidad de la combinación energética disminuyó del 24.1% (34.8 gCO2MJ en el informe 2024 al 33.2% (30.6 CO2MJ en el informe 2025, mientras que la intensidad operativa de petróleo y gas se redujo del 4.0% 4.7gCO2MJ al 17.2% (4.0 gCO2MJ frente al año base 2019 sin modificaciones en las metas de reducción establecidas para 2030.","pag 3,17",pag 24,
JPMorgan Chase,Power,M,Incorporación de una advertencia cualitativa sobre el impacto de la inteligencia artificial en el cumplimiento de los objetivos,"El banco mantuvo su objetivo de reducción de la intensidad de carbono del sector eléctrico en un 69% para 2030 con respecto al año base 2019, logrando una reducción del 21.5% (268.8kgCO2MWh en el informe 2024 y del 27.5% (248.4kgCO2MWh en el informe 2025, pero introdujo una nueva consideración metodológica señalando que la creciente demanda energética de los centros de datos impulsados por la inteligencia artificial se espera que influya negativamente en su capacidad futura para cumplir con este objetivo.","pag 3,17","pag 2,23,24",
JPMorgan Chase,Steel,N,Sin cambios significativos,"La intensidad de carbono de la cartera de hierro y acero avanzó al registrar una reducción del 1.5% (1.390 tCO2e/t) frente al año base de 1.412 tCO2e/t en el informe 2024 y alcanzar una disminución del 8.6% (1.291 tCO2e/t) en el informe 2025, manteniendo sin alteraciones el objetivo de reducción del 30% fijado para 2030.","pag 3,17",pag 24,
JPMorgan Chase,Automotive,D,Retroceso en la reducción de la intensidad de carbono debido a la ralentización en la adopción de vehículos eléctricos,"La intensidad de carbono de la cartera de fabricación de automóviles sufrió un retroceso cuantitativo al pasar de una reducción del 23.3% (126.4 gCO2e/km) respecto a la línea base de 164.8 gCO2e/km en el informe 2024 a una menor disminución del 20.3% (131.3 gCO2e/km) en el informe 2025, debido a que los desafíos globales en la velocidad de adopción de vehículos eléctricos afectaron el desempeño del portafolio.","pag 3,17","pag 24,25",
JPMorgan Chase,Cement,N,Sin cambios significativos,"La intensidad de carbono del sector del cemento se mantuvo sin variaciones metodológicas al pasar de una reducción del 0.7% (634.6 kgCO2e/t) respecto al año base de 639.3 kgCO2e/t en el informe 2024 a una reducción del 3.1% (619.6 kgCO2e/t) en el informe 2025, bajo la misma meta final del 28% fijada para 2030.","pag 3,17",pag 24,
JPMorgan Chase,Aviation,N,Sin cambios significativos,"La intensidad de carbono del portafolio de aviación progresó de una reducción del 16.9% (808.0 gCO2/RTK) con respecto al año base de 972.6 gCO2/RTK en el informe 2024 a una disminución del 20.1% (777.3 gCO2/RTK) en el informe 2025, bajo el mismo objetivo de reducción del 36% para 2030.","pag 3,17",pag 24,
JPMorgan Chase,Shipping,M,Nueva revisión de la línea base y ajuste a la baja en el porcentaje de reducción del objetivo 2030,"La línea base de intensidad de carbono para el transporte marítimo fue recalculada a la baja al pasar de 11.4 gCO2/t-nm en el informe 2024 a 10.9 gCO2/t-nm en el informe 2025, lo que modificó el objetivo de reducción para 2030 del -26% inicial a un -23%, mientras que la intensidad reportada se situó en un incremento del 4.9% (11.9 gCO2/t-nm) y del 5.7% (11.5 gCO2/t-nm) respectivamente.",pag 17,pag 24,
JPMorgan Chase,CRE,N,No reportado en ningún informe,"El sector inmobiliario comercial no cuenta con objetivos sectoriales específicos de descarbonización ni métricas cuantitativas de intensidad de carbono reportadas en ninguno de los dos informes secuenciales, limitándose únicamente a su desglose de exposición financiera dentro de los mapas de calor de riesgo crediticio mayorista.",-,-,
JPMorgan Chase,RRE,N,No reportado en ningún informe,"El sector inmobiliario residencial carece de métricas cuantitativas de intensidad de emisiones o metas de descarbonización en ambos documentos, figurando exclusivamente bajo las herramientas de modelos de catástrofes para la evaluación general de riesgos físicos en la cartera de consumo.",-,-,
JPMorgan Chase,Coal,N,Sin cambios significativos respecto a la exclusión sectorial por riesgo reputacional y ambiental,"El sector del carbón se mantiene sin objetivos cuantitativos de descarbonización de cartera en ambos informes debido a que JPMorgan Chase lo clasifica estructuralmente como una actividad restringida bajo su marco de gestión de riesgos, aplicando una política estricta por la cual no provee servicios financieros a clientes que deriven la mayoría de sus ingresos de la extracción de carbón, ni a aquellos involucrados en la minería de remoción de cimas u otras prácticas que dañen permanentemente el medio ambiente.
A continuación se detallan las políticas aplicadas y la evolución reflejada en los documentos de 2024 y 2025:
El banco prohíbe brindar servicios financieros a empresas cuyos ingresos provengan mayoritariamente de la extracción de carbón, prácticas destructivas como la minería de remoción de cimas, y el desarrollo o expansión de nuevas minas y plantas térmicas a carbón.
La exposición financiera del banco al sector cayó de 198 a 136 millones de dólares en el último año, y la nueva metodología corporativa clasifica explícitamente al carbón como un sector de riesgo ""Alto"" tanto en términos de transición como de impacto físico.
Cualquier cliente que participe de forma parcial en la cadena de valor del carbón (sin llegar a los umbrales de exclusión total) es sometido automáticamente a una evaluación de riesgo exhaustiva e individualizada antes de recibir cualquier tipo de respaldo comercial o financiero.",pag 31,"pag 57,61",
